City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,kailua-kona,19.6406,-155.9956,297.32,78,20,2.06,US,1709921687
364,kolobrzeg,54.1757,15.5834,277.57,70,0,5.13,PL,1709921712
365,lompoc,34.6391,-120.4579,290.33,65,0,1.54,US,1709921713
366,coro,11.4045,-69.6734,304.51,65,25,10.11,VE,1709921714
367,arkalyk,50.2486,66.9114,265.71,91,100,3.5,KZ,1709921716
368,canacona,14.9959,74.0506,299.89,75,19,1.94,IN,1709921718
369,bonny,4.4522,7.1681,301.74,77,91,4.29,NG,1709921720
370,orkney,-26.9802,26.6727,297.92,14,1,3.21,ZA,1709921721
371,kuvshinovo,57.0295,34.1725,265.91,95,76,2.21,RU,1709921722
372,noumea,-22.2763,166.4572,299.82,99,100,5.22,NC,1709921526
373,palangkaraya,-2.2,113.8333,296.51,100,100,0.77,ID,1709921725
374,orneta,54.1148,20.1333,274.67,74,8,2.18,PL,1709921726
375,tweed heads,-28.1817,153.547,295.49,87,88,6.97,AU,1709921728
376,auki,-8.7676,160.7034,299.43,90,99,0.5,SB,1709921729
377,riosucio,5.4216,-75.7032,299.26,49,67,0.41,CO,1709921730
378,cambria,35.5641,-121.0808,291.05,65,0,0.89,US,1709921732
379,boende,-0.2167,20.8667,296.65,84,55,1.13,CD,1709921733
380,margate,51.3813,1.3862,281.98,75,13,2.24,GB,1709921735
381,lascano,-33.6667,-54.2,305.6,43,32,3.37,UY,1709921467
382,antalaha,-14.9003,50.2788,297.83,90,63,3.01,MG,1709921738
383,san andres,12.5847,-81.7006,304.16,66,20,3.6,CO,1709921739
384,nur-sultan,51.1801,71.446,260.12,92,100,2.0,KZ,1709921740
385,wolin,53.8421,14.6147,279.38,66,0,4.07,PL,1709921742
386,northam,51.0333,-4.2167,281.82,77,100,8.8,GB,1709921743
387,jeddah,21.5169,39.2192,297.07,50,0,4.12,SA,1709921631
388,severo-yeniseyskiy,60.3725,93.0408,249.38,100,94,2.09,RU,1709921746
389,boa vista,2.8197,-60.6733,308.14,41,40,6.17,BR,1709921600
390,preobrazheniye,42.9019,133.9064,268.66,81,98,4.01,RU,1709921748
391,penaflor,-33.6167,-70.9167,303.46,17,0,3.48,CL,1709921749
392,obock,12.25,43.0833,296.68,79,69,2.32,DJ,1709921751
393,kidal,18.4411,1.4078,303.87,7,55,4.81,ML,1709921753
394,international falls,48.6011,-93.411,268.23,68,100,1.54,US,1709921754
395,toyota,35.0833,137.15,277.81,73,16,6.55,JP,1709921757
396,conduaga,8.862,117.4893,297.91,86,80,2.3,PH,1709921760
397,gao,16.6362,1.637,305.74,8,29,4.75,ML,1709921761
398,mossel bay,-34.1831,22.146,294.11,81,21,1.03,ZA,1709921762
399,paita,-5.0892,-81.1144,301.4,62,64,4.88,PE,1709921764
400,zhuanghe,39.7008,122.9911,270.5,37,0,1.98,CN,1709921765
401,guiuan,11.0333,125.7247,299.88,79,100,9.25,PH,1709921776
402,schieder-schwalenberg,51.8771,9.1954,279.28,72,4,5.45,DE,1709921784
403,papao,-17.75,-149.55,301.97,82,55,6.96,PF,1709921785
404,zhanga buqtyrma,49.6295,83.5248,264.16,90,97,0.45,KZ,1709921787
405,st. john's,47.5649,-52.7093,272.12,97,100,13.89,CA,1709921693
406,boysun,38.2061,67.1986,280.25,64,99,3.9,UZ,1709921789
407,smithers,54.7804,-127.1743,274.33,100,100,2.06,CA,1709921713
408,fortuna,40.5982,-124.1573,285.89,80,0,0.89,US,1709921792
409,kavaratti,10.5669,72.642,301.33,67,15,5.81,IN,1709921794
410,aytos,42.7,27.25,278.83,89,100,1.78,BG,1709921795
411,peace river,56.2501,-117.286,274.32,86,75,4.63,CA,1709921797
412,saveh,35.0213,50.3566,285.96,36,100,2.99,IR,1709921798
413,azemmour,33.2895,-8.3425,289.02,58,43,7.7,MA,1709921799
414,poughkeepsie,41.7004,-73.921,286.62,45,0,1.54,US,1709921800
415,pacocha,-17.5833,-71.3333,297.23,69,0,5.66,PE,1709921664
416,mugia,43.1041,-9.2179,284.21,77,100,12.33,ES,1709921803
417,cruzeiro do sul,-29.5128,-51.9853,298.43,93,100,1.0,BR,1709921804
418,pauini,-7.7136,-66.9764,307.16,48,99,1.28,BR,1709921806
419,iranshahr,27.2025,60.6848,294.34,60,0,0.0,IR,1709921807
420,kone,-21.0595,164.8658,296.87,91,100,2.23,NC,1709921808
421,mount pearl,47.5166,-52.7813,271.66,97,100,13.89,CA,1709921810
422,bandipura,34.4167,74.65,275.42,69,12,3.73,IN,1709921811
423,tambopata,-12.7333,-69.1833,307.09,66,40,2.57,PE,1709921812
424,kuraymah,18.55,31.85,301.24,8,9,4.14,SD,1709921813
425,constantia,44.1833,28.65,277.53,73,54,3.13,RO,1709921815
426,veraval,20.9,70.3667,297.5,44,11,4.49,IN,1709921816
427,kujama,10.4542,7.6368,305.29,26,81,2.21,NG,1709921817
428,kununurra,-15.7667,128.7333,298.14,94,100,2.06,AU,1709921819
429,astrakhan,46.3497,48.0408,270.08,74,0,5.0,RU,1709921820
430,villa gesell,-37.2639,-56.973,300.4,57,64,7.56,AR,1709921821
431,dzhangala,49.2167,50.3333,270.33,73,9,2.54,KZ,1709921823
432,ceerigaabo,10.6162,47.368,295.86,51,96,2.41,SO,1709921824
433,kismayo,-0.3582,42.5454,301.77,79,100,4.68,SO,1709921826
434,manzanares,38.9991,-3.3699,282.9,68,95,9.01,ES,1709921827
435,taroa,8.7058,171.2275,299.81,79,100,11.54,MH,1709921830
436,isaccea,45.2667,28.4667,278.42,47,81,1.9,RO,1709921831
437,new plymouth,-39.0667,174.0833,288.04,80,22,5.21,NZ,1709921833
438,rivesaltes,42.7695,2.8724,288.25,44,0,5.66,FR,1709921834
439,canavieiras,-15.675,-38.9472,303.33,56,22,3.46,BR,1709921835
440,puerto el triunfo,13.2833,-88.55,308.63,59,1,5.08,SV,1709921837
441,tabou,4.423,-7.3528,301.21,80,100,3.8,CI,1709921838
442,anloga,5.7947,0.8973,301.5,81,33,6.91,GH,1709921839
443,chadron,42.8294,-102.9999,273.01,82,0,4.12,US,1709921841
444,ruteng,-8.6136,120.4721,291.34,93,100,0.93,ID,1709921842
445,comendador,18.8775,-71.7028,307.41,30,5,0.55,DO,1709921753
446,farafangana,-22.8167,47.8333,298.78,81,99,4.04,MG,1709921845
447,orchard homes,46.8633,-114.0484,275.33,54,0,2.06,US,1709921846
448,dhidhdhoo,6.8833,73.1,301.19,70,43,1.86,MV,1709921848
449,al kut,32.5147,45.819,292.12,37,35,3.98,IQ,1709921849
450,ghardaia,32.4909,3.6735,294.61,14,94,4.19,DZ,1709921851
451,tak bai,6.2595,102.0546,300.14,85,100,2.23,TH,1709921852
452,luba,3.4568,8.5547,301.25,80,75,1.18,GQ,1709921854
453,tucuma,-0.1833,-50.05,300.11,86,99,3.37,BR,1709921855
454,barra de santo antonio,-9.4047,-35.5072,305.75,68,20,3.94,BR,1709921856
455,hasaki,35.7333,140.8333,274.42,67,64,4.9,JP,1709921858
456,pathein,16.7833,94.7333,295.16,82,55,2.75,MM,1709921860
457,rakvere,59.3464,26.3558,271.51,76,89,2.81,EE,1709921861
458,fuli,46.7217,131.1394,257.72,94,90,2.38,CN,1709921862
459,phang nga,8.4509,98.5298,300.17,91,100,0.77,TH,1709921864
460,tuba city,36.135,-111.2399,283.36,45,61,1.34,US,1709921865
461,bikin,46.8161,134.26,254.62,100,97,0.64,RU,1709921866
462,gamba,-2.65,10.0,300.12,86,86,2.6,GA,1709921868
463,cherrapunji,25.3,91.7,283.59,32,0,2.61,IN,1709921869
464,al faw,29.9776,48.4741,291.15,33,58,2.91,IQ,1709921870
465,san patricio,28.017,-97.5169,301.57,62,100,6.15,US,1709921872
466,okhotsk,59.3833,143.3,251.19,99,68,2.95,RU,1709921873
467,kuala terengganu,5.3302,103.1408,299.12,89,20,1.54,MY,1709921875
468,ciudad rio bravo,25.9833,-98.1,302.62,57,100,6.17,MX,1709921876
469,amga,60.8953,131.9608,250.53,100,100,0.51,RU,1709921878
470,kashgar,39.4547,75.9797,279.71,31,0,4.0,CN,1709921694
471,sinjai,-5.1241,120.253,297.91,88,92,1.67,ID,1709921881
472,anupgarh,29.1911,73.2086,291.29,22,1,3.39,IN,1709921883
473,kushiro,42.975,144.3747,268.68,93,100,4.12,JP,1709921884
474,hirara,24.8,125.2833,289.07,62,100,5.66,JP,1709921886
475,kebili,33.7044,8.969,295.13,22,0,2.57,TN,1709921887
476,chifeng,42.2683,118.9636,268.32,41,0,1.25,CN,1709921889
477,zambezi,-13.5432,23.1047,295.85,77,82,2.04,ZM,1709921890
478,vanino,49.0869,140.2543,255.89,97,24,2.08,RU,1709921892
479,caransebes,45.4167,22.2167,281.59,86,61,0.58,RO,1709921893
480,hotan,37.0997,79.9269,280.69,34,100,2.82,CN,1709921894
481,san lawrenz,36.0553,14.204,287.82,81,97,7.64,MT,1709921896
482,polyarnyy,69.1989,33.4478,270.52,97,100,3.36,RU,1709921698
483,lyantor,61.6195,72.1555,265.61,95,100,5.85,RU,1709921899
484,ha'il,27.5219,41.6907,291.16,29,0,3.09,SA,1709921900
485,coronel dorrego,-38.7187,-61.2873,305.26,32,73,2.81,AR,1709921902
486,tiflet,33.8947,-6.3065,287.48,64,58,5.59,MA,1709921903
487,yeed,4.55,43.0333,306.77,26,49,4.56,SO,1709921905
488,gushu,31.5598,118.4829,275.14,65,75,2.05,CN,1709921907
489,talcahuano,-36.7167,-73.1167,287.97,94,100,4.63,CL,1709921908
490,altay,47.8667,88.1167,264.28,73,27,3.24,CN,1709921910
491,corumba,-19.0092,-57.6533,308.99,49,40,4.63,BR,1709921675
492,podgornoye,51.735,39.1496,273.27,69,0,4.0,RU,1709921666
493,novaya mayna,54.15,49.75,268.31,97,99,3.17,RU,1709921914
494,caconda,-13.7333,15.0667,291.9,88,96,1.32,AO,1709921916
495,alesund,62.4723,6.1549,277.22,78,0,5.66,NO,1709921869
496,rongelap,11.1635,166.8941,299.54,81,97,10.75,MH,1709921918
497,suntar,62.1444,117.6319,265.6,97,100,0.36,RU,1709921920
498,labytnangi,66.6572,66.4183,252.21,95,89,2.91,RU,1709921921
499,diawara,15.022,-12.5437,310.92,10,99,2.63,SN,1709921923
500,tsiombe,-25.3,45.4833,298.17,90,93,1.14,MG,1709921924
501,russkaya polyana,49.417,31.9201,274.55,59,5,1.59,UA,1709921926
502,debre birhan,9.6833,39.5333,286.9,76,95,1.46,ET,1709921927
503,quellon,-43.1167,-73.6167,285.92,75,80,6.25,CL,1709921929
504,yelizovo,53.1873,158.3805,262.23,56,40,2.0,RU,1709921930
505,xiazhuang,34.9161,118.6389,274.24,52,7,2.05,CN,1709921932
506,egersund,58.4513,5.9997,276.14,86,5,1.39,NO,1709921933
507,brigantine,39.4101,-74.3646,285.48,64,0,7.6,US,1709921698
508,buka,40.8108,69.1986,285.35,45,89,3.38,UZ,1709921936
509,anna regina,7.2644,-58.5077,302.17,72,70,4.92,GY,1709921938
510,staryye ozinki,51.1786,49.6769,264.73,94,100,3.54,RU,1709921939
511,palikir - national government center,6.9248,158.1611,300.36,80,100,9.5,FM,1709921941
512,cam ranh,11.9214,109.1591,299.13,73,40,3.6,VN,1709921943
513,tobol'sk,58.2,68.2667,267.93,90,100,5.81,RU,1709921945
514,sao jose da coroa grande,-8.8978,-35.1478,303.17,67,53,4.27,BR,1709921946
515,port alfred,-33.5906,26.891,293.25,90,3,0.89,ZA,1709921948
516,rio grande,-32.035,-52.0986,300.21,68,81,7.43,BR,1709921949
517,christchurch,-43.5333,172.6333,284.79,86,19,3.6,NZ,1709921791
518,south valley,35.0101,-106.6781,284.68,57,75,2.06,US,1709921952
519,ventspils,57.3894,21.5606,272.11,93,100,1.54,LV,1709921954
520,thabazimbi,-24.5917,27.4116,301.56,33,46,3.39,ZA,1709921956
521,revda,56.801,59.9303,265.56,93,100,3.09,RU,1709921957
522,ghat,24.9647,10.1728,298.58,11,0,3.1,LY,1709921960
523,taguatinga,-12.3857,-46.5711,305.17,52,29,2.05,BR,1709921961
524,la mira,18.035,-102.3266,300.96,57,21,3.93,MX,1709921963
525,san julian,21.0167,-102.1667,297.14,10,100,6.71,MX,1709921964
526,pastavy,55.1168,26.8326,273.03,74,2,2.53,BY,1709921965
527,yangambi,0.8102,24.4336,297.96,83,92,0.9,CD,1709921967
528,copala,16.65,-98.9833,304.33,38,0,3.65,MX,1709921968
529,mogocha,53.7333,119.7667,253.47,100,49,1.33,RU,1709921970
530,wenxing,28.6667,112.8833,284.78,79,100,0.38,CN,1709921971
531,la'ie,21.6477,-157.9253,297.13,69,98,4.02,US,1709921882
532,arteche,12.2645,125.4048,298.92,73,52,4.57,PH,1709921974
533,west bay,19.3667,-81.4167,304.19,58,20,6.69,KY,1709921858
534,dolinsk,47.35,142.8,267.44,96,100,1.33,RU,1709921976
535,mersa matruh,31.3525,27.2453,289.51,71,88,4.73,EG,1709921978
536,dossor,47.5272,52.9811,271.95,54,84,3.08,KZ,1709921979
537,coxen hole,16.3244,-86.5366,301.75,70,0,5.66,HN,1709921980
538,abra pampa,-22.7205,-65.697,293.36,28,66,1.19,AR,1709921982
539,namibe,-15.1961,12.1522,297.35,74,15,3.9,AO,1709921983
540,katabu,-4.9333,122.5167,298.17,96,100,2.2,ID,1709921984
541,lepsy,46.235,78.9456,270.08,85,65,2.37,KZ,1709921986
542,bogale,16.2833,95.4,296.64,62,43,2.97,MM,1709921987
543,mahriz,31.5917,54.4318,289.43,33,100,5.73,IR,1709921988
544,kurnool,15.8309,78.0425,302.22,46,18,4.71,IN,1709921990
545,myrina,39.8797,25.0742,281.73,76,20,3.09,GR,1709921991
546,anori,-3.7728,-61.6442,303.39,69,99,1.5,BR,1709921992
547,jishu,44.3167,126.8,258.68,93,5,2.13,CN,1709921994
548,aral,40.5156,81.2636,280.56,32,26,3.42,CN,1709921995
549,colchani,-20.3,-66.9333,290.74,35,100,4.34,BO,1709921996
550,raduzhnyy,62.0961,77.475,264.39,94,100,4.45,RU,1709921998
551,jianshui,23.6363,102.8264,285.83,90,1,1.59,CN,1709921999
552,nogliki,51.8333,143.1667,255.01,99,77,2.24,RU,1709922000
553,tangalle,6.024,80.7911,298.38,78,20,2.41,LK,1709922002
554,banovici,44.4053,18.5242,279.4,87,75,2.57,BA,1709922004
555,mariehamn,60.0973,19.9348,270.27,93,100,2.57,AX,1709922005
556,emerald,-23.5333,148.1667,293.9,81,100,4.37,AU,1709922007
557,suva,-18.1416,178.4415,298.86,89,40,1.03,FJ,1709922008
558,karoi,-16.8099,29.6925,293.83,87,87,2.08,ZW,1709922009
559,chamical,-30.36,-66.314,306.93,43,11,4.98,AR,1709922011
560,canutama,-6.5339,-64.3831,301.83,87,100,1.37,BR,1709922012
561,saipan,15.1355,145.701,298.54,78,20,3.09,MP,1709922014
562,khandyga,62.6667,135.6,240.25,100,92,1.22,RU,1709922015
563,taybad,34.74,60.7756,287.93,48,100,6.45,IR,1709922016
564,miyako,39.6367,141.9525,273.81,93,100,4.52,JP,1709922018
565,shingu,33.7333,135.9833,276.25,73,2,2.51,JP,1709922019
566,huarmey,-10.0681,-78.1522,296.52,84,53,6.37,PE,1709922020
567,pechora,65.1472,57.2244,251.4,99,98,3.33,RU,1709922022
568,'ali al gharbi,32.4633,46.6864,291.63,38,21,4.44,IQ,1709922023
569,lipnik nad becvou,49.5272,17.5859,279.57,77,87,0.63,CZ,1709922025
570,diego de almagro,-26.3667,-70.05,303.52,21,17,5.52,CL,1709922026
571,mathba,22.2855,89.9629,293.98,23,0,1.04,BD,1709922027
572,garagoa,5.0824,-73.3633,296.72,65,87,2.84,CO,1709922030
573,kirkwall,58.9848,-2.9587,278.18,75,75,6.69,GB,1709922032
574,bandarbeyla,9.4942,50.8122,299.68,75,19,3.72,SO,1709922033
575,picture rocks,32.3459,-111.2462,288.87,64,97,2.06,US,1709922034
576,yuzhno-kurilsk,44.0306,145.8556,269.47,59,100,0.59,RU,1709922036
577,lekeitio,43.3666,-2.5007,287.93,67,89,1.31,ES,1709922037
578,conde,-7.2597,-34.9075,303.85,62,20,6.69,BR,1709922038
579,guerrero negro,27.9769,-114.0611,290.42,57,12,7.07,MX,1709922040
580,linjiang,41.8069,126.9078,260.3,89,10,0.22,CN,1709922042
581,rimouski,48.4488,-68.524,272.25,72,98,6.46,CA,1709922044
582,saguenay,48.4168,-71.0657,276.61,45,20,3.09,CA,1709922045
583,sao joao da madeira,40.9023,-8.4897,283.84,93,40,8.23,PT,1709922047
584,kirensk,57.7853,108.1119,268.13,94,100,1.79,RU,1709922048
585,dubove,48.1721,23.8895,277.94,79,93,0.33,UA,1709922049
586,summerside,46.3959,-63.7876,272.97,86,100,10.8,CA,1709922051
587,kapa'a,22.0752,-159.319,295.43,76,75,9.77,US,1709922052
588,saint albans,51.75,-0.3333,279.9,80,100,5.66,GB,1709922054
589,chester,40.1254,-75.8749,286.39,54,0,2.06,US,1709922055
590,mournies,35.4764,24.0092,285.83,76,20,0.0,GR,1709922056
591,natal,-5.795,-35.2094,303.27,74,75,5.66,BR,1709922057
592,rzhev,56.2624,34.3282,269.99,95,83,2.54,RU,1709922059
593,i-n-salah,27.1935,2.4607,298.25,11,0,3.49,DZ,1709922060
594,vila velha,-20.3297,-40.2925,302.12,84,75,5.66,BR,1709922063
595,samsat,37.5819,38.4742,284.73,49,99,1.6,TR,1709922066
596,shatsk,54.0258,41.7119,267.96,97,94,3.71,RU,1709922067
597,praia da vitoria,38.7333,-27.0667,289.13,77,75,11.48,PT,1709922078
598,tonj,7.2737,28.6822,305.08,12,74,0.81,SS,1709922080
599,bartica,6.4,-58.6167,306.33,58,95,3.3,GY,1709922081
600,zaragoza,41.6561,-0.8773,287.6,36,20,5.14,ES,1709922009
601,robore,-18.3333,-59.75,308.2,49,40,7.72,BO,1709922089
602,oamaru,-45.0784,170.9801,284.18,67,35,4.15,NZ,1709922092
603,barentu,15.1139,37.5928,298.31,20,70,4.38,ER,1709922094
604,san fernando de apure,7.8878,-67.4724,311.54,31,57,4.27,VE,1709922096
605,tuntum,-5.2581,-44.6489,301.41,90,81,2.18,BR,1709922097
606,saudarkrokur,65.7461,-19.6394,274.17,84,86,2.46,IS,1709922099
607,nizhnesortymskiy,62.4397,71.7603,264.46,95,100,4.55,RU,1709922100
608,sorso,40.8,8.5772,285.42,93,100,3.53,IT,1709922102
609,glace bay,46.1969,-59.957,273.03,88,100,11.32,CA,1709922103
610,nizhnevartovsk,60.9344,76.5531,264.16,92,100,5.0,RU,1709922105
611,huayin,34.5675,110.0921,279.94,41,100,3.69,CN,1709922106
612,taksimo,56.3444,114.8794,258.95,91,99,0.7,RU,1709922107
613,tarawa,1.419,172.984,301.2,89,100,3.09,KI,1709922109
614,ngaoundere,7.3167,13.5833,299.93,28,80,0.5,CM,1709922110
615,diffa,13.3154,12.6113,308.42,12,73,1.51,NE,1709922111
616,dayr hafir,36.1569,37.7078,284.95,73,96,5.02,SY,1709922113
617,mirny,62.5353,113.9611,263.28,85,100,0.89,RU,1709922114
618,coahuayana de hidalgo,18.7,-103.6583,303.35,35,45,2.98,MX,1709922115
619,vadso,70.0744,29.7487,273.24,93,75,7.2,NO,1709922117
620,shakawe,-18.3667,21.85,294.38,90,95,6.33,BW,1709921876
621,mission,26.2159,-98.3253,302.58,62,0,6.69,US,1709922119
622,dudinka,69.4058,86.1778,253.53,99,98,2.24,RU,1709922120
